"","GO.ID","Term","Annotated","Significant","Expected","Fisher","fdr"
"66","GO:0042435","indole-containing compound biosynthetic ...",7,2,1.44,"0.2103",1
"67","GO:0009308","amine metabolic process",8,2,1.64,"0.2184",1
"68","GO:0009073","aromatic amino acid family biosynthetic ...",7,2,1.44,"0.2276",1
"69","GO:0009309","amine biosynthetic process",8,2,1.64,"0.2293",1
"70","GO:0008610","lipid biosynthetic process",75,18,15.4,"0.2355",1
"71","GO:0006631","fatty acid metabolic process",39,13,8.01,"0.2451",1
"72","GO:0006164","purine nucleotide biosynthetic process",16,4,3.29,"0.2488",1
"73","GO:0009260","ribonucleotide biosynthetic process",16,4,3.29,"0.2488",1
"74","GO:0009165","nucleotide biosynthetic process",16,4,3.29,"0.2488",1
"75","GO:0009152","purine ribonucleotide biosynthetic proce...",16,4,3.29,"0.2488",1
"76","GO:0055086","nucleobase-containing small molecule met...",28,5,5.75,"0.2500",1
"77","GO:0044283","small molecule biosynthetic process",52,12,10.68,"0.2500",1
"78","GO:0055082","cellular chemical homeostasis",10,2,2.05,"0.2632",1
"79","GO:0048878","chemical homeostasis",10,2,2.05,"0.2632",1
"80","GO:0016485","protein processing",3,1,0.62,"0.2645",1
"81","GO:0006644","phospholipid metabolic process",37,10,7.6,"0.2681",1
"82","GO:0045017","glycerolipid biosynthetic process",16,4,3.29,"0.2694",1
"83","GO:0044281","small molecule metabolic process",169,40,34.7,"0.2695",1
"84","GO:0045185","maintenance of protein location",8,1,1.64,"0.2741",1
"85","GO:0043648","dicarboxylic acid metabolic process",4,2,0.82,"0.2750",1
"86","GO:0043603","cellular amide metabolic process",13,2,2.67,"0.2771",1
"87","GO:0019318","hexose metabolic process",7,4,1.44,"0.2778",1
"88","GO:0033692","cellular polysaccharide biosynthetic pro...",5,1,1.03,"0.2865",1
"89","GO:0055085","transmembrane transport",166,26,34.09,"0.2938",1
"90","GO:0033365","protein localization to organelle",20,1,4.11,"0.2941",1
"91","GO:0009116","nucleoside metabolic process",3,1,0.62,"0.2961",1
"92","GO:0000271","polysaccharide biosynthetic process",6,1,1.23,"0.2996",1
"93","GO:0000266","mitochondrial fission",3,1,0.62,"0.3000",1
"94","GO:0044264","cellular polysaccharide metabolic proces...",5,1,1.03,"0.3004",1
"95","GO:0090407","organophosphate biosynthetic process",41,8,8.42,"0.3007",1
"96","GO:0046394","carboxylic acid biosynthetic process",41,12,8.42,"0.3068",1
"97","GO:0007017","microtubule-based process",26,5,5.34,"0.3110",1
"98","GO:0046486","glycerolipid metabolic process",30,10,6.16,"0.3163",1
"99","GO:0006281","DNA repair",38,6,7.8,"0.3207",1
"100","GO:0033500","carbohydrate homeostasis",6,2,1.23,"0.3333",1
"101","GO:0001678","cellular glucose homeostasis",6,2,1.23,"0.3333",1
"102","GO:0071669","plant-type cell wall organization or bio...",8,3,1.64,"0.3394",1
"103","GO:0071555","cell wall organization",8,3,1.64,"0.3394",1
"104","GO:0006520","cellular amino acid metabolic process",38,7,7.8,"0.3462",1
"105","GO:0006979","response to oxidative stress",9,3,1.85,"0.3634",1
"106","GO:0046700","heterocycle catabolic process",19,2,3.9,"0.3638",1
"107","GO:0006464","cellular protein modification process",116,6,23.82,"0.3696",1
"108","GO:0042440","pigment metabolic process",10,3,2.05,"0.3697",1
"109","GO:0043604","amide biosynthetic process",4,1,0.82,"0.3743",1
"110","GO:0044270","cellular nitrogen compound catabolic pro...",19,2,3.9,"0.3756",1
"111","GO:1903825","organic acid transmembrane transport",31,6,6.37,"0.3776",1
"112","GO:1901605","alpha-amino acid metabolic process",12,3,2.46,"0.3850",1
"113","GO:0065008","regulation of biological quality",20,2,4.11,"0.3919",1
"114","GO:0006099","tricarboxylic acid cycle",9,2,1.85,"0.3925",1
"115","GO:0008299","isoprenoid biosynthetic process",21,4,4.31,"0.3967",1
"116","GO:0006694","steroid biosynthetic process",3,1,0.62,"0.3989",1
"117","GO:0072595","maintenance of protein localization in o...",8,1,1.64,"0.4000",1
"118","GO:0008202","steroid metabolic process",3,1,0.62,"0.4052",1
"119","GO:0007186","G protein-coupled receptor signaling pat...",4,1,0.82,"0.4062",1
"120","GO:0006793","phosphorus metabolic process",89,15,18.28,"0.4078",1
"121","GO:0016043","cellular component organization",105,13,21.56,"0.4163",1
"122","GO:0016311","dephosphorylation",25,5,5.13,"0.4168",1
"123","GO:0010876","lipid localization",31,2,6.37,"0.4299",1
"124","GO:0009141","nucleoside triphosphate metabolic proces...",14,3,2.87,"0.4368",1
"125","GO:1901361","organic cyclic compound catabolic proces...",19,2,3.9,"0.4406",1
"126","GO:0006355","regulation of transcription, DNA-templat...",38,1,7.8,"0.4471",1
"127","GO:0019693","ribose phosphate metabolic process",22,4,4.52,"0.4501",1
"128","GO:0007005","mitochondrion organization",5,1,1.03,"0.4551",1
"129","GO:0044272","sulfur compound biosynthetic process",4,1,0.82,"0.4565",1
"130","GO:0015711","organic anion transport",7,1,1.44,"0.4686",1
"131","GO:0008654","phospholipid biosynthetic process",21,4,4.31,"0.4731",1
"132","GO:0006508","proteolysis",111,9,22.79,"0.4776",1
"133","GO:0000103","sulfate assimilation",6,1,1.23,"0.4805",1
"134","GO:0000105","histidine biosynthetic process",7,3,1.44,"0.4842",1
"135","GO:0009247","glycolipid biosynthetic process",11,2,2.26,"0.4851",1
"136","GO:0006779","porphyrin-containing compound biosynthet...",3,2,0.62,"0.5000",1
"137","GO:0035437","maintenance of protein localization in e...",8,1,1.64,"0.5000",1
"138","GO:0006518","peptide metabolic process",6,1,1.23,"0.5085",1
"139","GO:1901657","glycosyl compound metabolic process",5,1,1.03,"0.5163",1
"140","GO:0046467","membrane lipid biosynthetic process",11,2,2.26,"0.5168",1
"141","GO:0043043","peptide biosynthetic process",4,1,0.82,"0.5198",1
"142","GO:0044271","cellular nitrogen compound biosynthetic ...",101,11,20.74,"0.5425",1
"143","GO:0034637","cellular carbohydrate biosynthetic proce...",5,1,1.03,"0.5456",1
"144","GO:0019752","carboxylic acid metabolic process",81,21,16.63,"0.5557",1
"145","GO:0006664","glycolipid metabolic process",15,3,3.08,"0.5576",1
"146","GO:0006364","rRNA processing",11,1,2.26,"0.5597",1
"147","GO:0016052","carbohydrate catabolic process",10,2,2.05,"0.5620",1
"148","GO:0065003","protein-containing complex assembly",19,2,3.9,"0.5828",1
"149","GO:0010038","response to metal ion",3,2,0.62,"0.5952",1
"150","GO:0010033","response to organic substance",70,40,14.37,"0.5996",1
"151","GO:0006396","RNA processing",94,4,19.3,"0.6065",1
"152","GO:1901362","organic cyclic compound biosynthetic pro...",103,11,21.15,"0.6096",1
"153","GO:2001141","regulation of RNA biosynthetic process",38,1,7.8,"0.6129",1
"154","GO:0051235","maintenance of location",8,1,1.64,"0.6132",1
"155","GO:0009064","glutamine family amino acid metabolic pr...",3,1,0.62,"0.6182",1
"156","GO:1903506","regulation of nucleic acid-templated tra...",38,1,7.8,"0.6230",1
"157","GO:0051252","regulation of RNA metabolic process",38,1,7.8,"0.6238",1
"158","GO:0006974","cellular response to DNA damage stimulus",40,6,8.21,"0.6296",1
"159","GO:0048285","organelle fission",8,1,1.64,"0.6302",1
"160","GO:0006568","tryptophan metabolic process",7,2,1.44,"0.6364",1
"161","GO:0016072","rRNA metabolic process",11,1,2.26,"0.6415",1
"162","GO:0006753","nucleoside phosphate metabolic process",24,4,4.93,"0.6418",1
"163","GO:0009875","pollen-pistil interaction",8,1,1.64,"0.6434",1
"164","GO:0046034","ATP metabolic process",15,3,3.08,"0.6594",1
"165","GO:0009414","response to water deprivation",4,1,0.82,"0.6660",1
"166","GO:0010035","response to inorganic substance",9,5,1.85,"0.6757",1
"167","GO:0006812","cation transport",92,15,18.89,"0.6846",1
"168","GO:0018130","heterocycle biosynthetic process",100,10,20.53,"0.6862",1
"169","GO:0009117","nucleotide metabolic process",22,4,4.52,"0.6884",1
"170","GO:1901576","organic substance biosynthetic process",237,35,48.67,"0.6940",1
"171","GO:0010207","photosystem II assembly",3,2,0.62,"0.6962",1
"172","GO:1901137","carbohydrate derivative biosynthetic pro...",60,8,12.32,"0.7011",1
"173","GO:0044042","glucan metabolic process",5,1,1.03,"0.7054",1
"174","GO:0006112","energy reserve metabolic process",5,1,1.03,"0.7054",1
"175","GO:0019438","aromatic compound biosynthetic process",92,9,18.89,"0.7056",1
"176","GO:0051651","maintenance of location in cell",8,1,1.64,"0.7104",1
"177","GO:0008037","cell recognition",8,1,1.64,"0.7104",1
"178","GO:0006820","anion transport",7,1,1.44,"0.7211",1
"179","GO:0019439","aromatic compound catabolic process",18,1,3.7,"0.7243",1
"180","GO:0006633","fatty acid biosynthetic process",24,6,4.93,"0.7283",1
"181","GO:0043413","macromolecule glycosylation",31,1,6.37,"0.7316",1
"182","GO:0000160","phosphorelay signal transduction system",32,3,6.57,"0.7335",1
"183","GO:1901607","alpha-amino acid biosynthetic process",10,3,2.05,"0.7415",1
"184","GO:1901135","carbohydrate derivative metabolic proces...",76,10,15.61,"0.7444",1
"185","GO:0044262","cellular carbohydrate metabolic process",15,2,3.08,"0.7499",1
"186","GO:0046219","indolalkylamine biosynthetic process",7,2,1.44,"0.7500",1
"187","GO:0006586","indolalkylamine metabolic process",7,2,1.44,"0.7500",1
"188","GO:0043436","oxoacid metabolic process",83,21,17.04,"0.7500",1
"189","GO:1903509","liposaccharide metabolic process",15,3,3.08,"0.7512",1
"190","GO:0016051","carbohydrate biosynthetic process",7,1,1.44,"0.7563",1
"191","GO:0043933","protein-containing complex organization",20,2,4.11,"0.7586",1
"192","GO:0007165","signal transduction",67,8,13.76,"0.7680",1
"193","GO:0034654","nucleobase-containing compound biosynthe...",77,5,15.81,"0.7782",1
"194","GO:0044249","cellular biosynthetic process",224,33,46,"0.7784",1
"195","GO:0051234","establishment of localization",460,51,94.46,"0.7802",1
"196","GO:0019725","cellular homeostasis",19,2,3.9,"0.7805",1
"197","GO:0006399","tRNA metabolic process",27,2,5.54,"0.7809",1
"198","GO:0008033","tRNA processing",27,2,5.54,"0.7809",1
"199","GO:1901700","response to oxygen-containing compound",6,3,1.23,"0.7849",1
"200","GO:0007154","cell communication",76,9,15.61,"0.7856",1
"201","GO:0045333","cellular respiration",11,2,2.26,"0.7857",1
"202","GO:0006869","lipid transport",31,2,6.37,"0.7861",1
"203","GO:0046474","glycerophospholipid biosynthetic process",16,4,3.29,"0.7883",1
"204","GO:0042254","ribosome biogenesis",19,1,3.9,"0.7917",1
"205","GO:0010556","regulation of macromolecule biosynthetic...",39,1,8.01,"0.7966",1
"206","GO:0070972","protein localization to endoplasmic reti...",16,1,3.29,"0.8000",1
"207","GO:0048544","recognition of pollen",8,1,1.64,"0.8000",1
"208","GO:0009856","pollination",8,1,1.64,"0.8000",1
"209","GO:0016071","mRNA metabolic process",54,1,11.09,"0.8024",1
"210","GO:0000162","tryptophan biosynthetic process",7,2,1.44,"0.8167",1
"211","GO:0006996","organelle organization",72,8,14.78,"0.8181",1
"212","GO:0009060","aerobic respiration",10,2,2.05,"0.8182",1
"213","GO:0022607","cellular component assembly",53,5,10.88,"0.8245",1
"214","GO:0000398","mRNA splicing, via spliceosome",33,1,6.78,"0.8250",1
"215","GO:0006163","purine nucleotide metabolic process",22,4,4.52,"0.8261",1
"216","GO:0016310","phosphorylation",9,1,1.85,"0.8261",1
"217","GO:0036211","protein modification process",116,6,23.82,"0.8265",1
"218","GO:0015743","malate transport",7,1,1.44,"0.8290",1
"219","GO:0006721","terpenoid metabolic process",7,1,1.44,"0.8327",1
"220","GO:0016114","terpenoid biosynthetic process",7,1,1.44,"0.8327",1
"221","GO:1901565","organonitrogen compound catabolic proces...",41,3,8.42,"0.8460",1
"222","GO:0006397","mRNA processing",40,1,8.21,"0.8480",1
"223","GO:0006486","protein glycosylation",31,1,6.37,"0.8526",1
"224","GO:0071840","cellular component organization or bioge...",121,14,24.85,"0.8527",1
"225","GO:0008380","RNA splicing",36,1,7.39,"0.8609",1
"226","GO:0009057","macromolecule catabolic process",67,3,13.76,"0.8662",1
"227","GO:0008104","protein localization",80,3,16.43,"0.8682",1
"228","GO:0005984","disaccharide metabolic process",10,1,2.05,"0.8750",1
"229","GO:0006754","ATP biosynthetic process",14,3,2.87,"0.8794",1
"230","GO:0006790","sulfur compound metabolic process",22,2,4.52,"0.8812",1
"231","GO:0071705","nitrogen compound transport",107,9,21.97,"0.8856",1
"232","GO:0006810","transport",459,51,94.25,"0.8891",1
"233","GO:0046488","phosphatidylinositol metabolic process",28,9,5.75,"0.8966",1
"234","GO:0035556","intracellular signal transduction",43,4,8.83,"0.8985",1
"235","GO:0000226","microtubule cytoskeleton organization",26,5,5.34,"0.8990",1
"236","GO:0042592","homeostatic process",19,2,3.9,"0.9000",1
"237","GO:0022414","reproductive process",10,1,2.05,"0.9001",1
"238","GO:0000003","reproduction",10,1,2.05,"0.9001",1
"239","GO:0009415","response to water",4,1,0.82,"0.9021",1
"240","GO:0072330","monocarboxylic acid biosynthetic process",24,6,4.93,"0.9113",1
"241","GO:0034645","cellular macromolecule biosynthetic proc...",47,3,9.65,"0.9139",1
"242","GO:0006720","isoprenoid metabolic process",21,4,4.31,"0.9140",1
"243","GO:0000375","RNA splicing, via transesterification re...",33,1,6.78,"0.9167",1
"244","GO:0071702","organic substance transport",142,12,29.16,"0.9180",1
"245","GO:0033554","cellular response to stress",43,6,8.83,"0.9213",1
"246","GO:0044085","cellular component biogenesis",69,6,14.17,"0.9224",1
"247","GO:0019219","regulation of nucleobase-containing comp...",40,1,8.21,"0.9229",1
"248","GO:0010467","gene expression",188,9,38.61,"0.9233",1
"249","GO:0022613","ribonucleoprotein complex biogenesis",24,1,4.93,"0.9321",1
"250","GO:0051716","cellular response to stimulus",108,14,22.18,"0.9371",1
"251","GO:0006643","membrane lipid metabolic process",18,3,3.7,"0.9402",1
"252","GO:0009628","response to abiotic stimulus",8,1,1.64,"0.9434",1
"253","GO:0009142","nucleoside triphosphate biosynthetic pro...",14,3,2.87,"0.9500",1
"254","GO:0006661","phosphatidylinositol biosynthetic proces...",14,3,2.87,"0.9554",1
"255","GO:0009100","glycoprotein metabolic process",31,1,6.37,"0.9649",1
"256","GO:0030163","protein catabolic process",37,1,7.6,"0.9652",1
"257","GO:0001101","response to acid chemical",4,1,0.82,"0.9691",1
"258","GO:0010468","regulation of gene expression",62,1,12.73,"0.9694",1
"259","GO:0032774","RNA biosynthetic process",61,1,12.53,"0.9696",1
"260","GO:0009311","oligosaccharide metabolic process",11,1,2.26,"0.9710",1
"261","GO:0016117","carotenoid biosynthetic process",7,1,1.44,"0.9722",1
"262","GO:0097659","nucleic acid-templated transcription",61,1,12.53,"0.9734",1
"263","GO:0070727","cellular macromolecule localization",68,1,13.96,"0.9755",1
"264","GO:0043412","macromolecule modification",160,6,32.86,"0.9770",1
"265","GO:0023052","signaling",67,8,13.76,"0.9784",1
"266","GO:0090304","nucleic acid metabolic process",249,12,51.13,"0.9799",1
"267","GO:0051171","regulation of nitrogen compound metaboli...",48,1,9.86,"0.9854",1
"268","GO:0009058","biosynthetic process",283,48,58.11,"0.9860",1
"269","GO:0044706","multi-multicellular organism process",8,1,1.64,"0.9887",1
"270","GO:1901575","organic substance catabolic process",71,5,14.58,"0.9890",1
"271","GO:0018208","peptidyl-proline modification",26,3,5.34,"0.9907",1
"272","GO:0060255","regulation of macromolecule metabolic pr...",71,1,14.58,"0.9942",1
"273","GO:0009059","macromolecule biosynthetic process",113,5,23.2,"0.9947",1
"274","GO:0006950","response to stress",160,38,32.86,"0.9949",1
"275","GO:1901564","organonitrogen compound metabolic proces...",325,36,66.74,"0.9958",1
"276","GO:0015031","protein transport",71,2,14.58,"0.9970",1
"277","GO:0044267","cellular protein metabolic process",161,7,33.06,"0.9971",1
"278","GO:0006505","GPI anchor metabolic process",11,1,2.26,"0.9973",1
"279","GO:0034613","cellular protein localization",68,1,13.96,"0.9973",1
"280","GO:0050794","regulation of cellular process",129,9,26.49,"0.9976",1
"281","GO:0033036","macromolecule localization",111,5,22.79,"0.9984",1
"282","GO:0031326","regulation of cellular biosynthetic proc...",39,1,8.01,"0.9984",1
"283","GO:0045184","establishment of protein localization",72,2,14.78,"0.9989",1
"284","GO:0009889","regulation of biosynthetic process",39,1,8.01,"0.9989",1
"285","GO:0016070","RNA metabolic process",197,5,40.45,"0.9994",1
"286","GO:0009101","glycoprotein biosynthetic process",31,1,6.37,"0.9995",1
"287","GO:0070085","glycosylation",31,1,6.37,"0.9995",1
"288","GO:0080090","regulation of primary metabolic process",48,1,9.86,"0.9996",1
"289","GO:0044237","cellular metabolic process",714,111,146.62,"0.9996",1
"290","GO:0031323","regulation of cellular metabolic process",51,1,10.47,"0.9998",1
"291","GO:0019538","protein metabolic process",238,18,48.87,"1.0000",1
"292","GO:0044248","cellular catabolic process",73,2,14.99,"1.0000",1
"293","GO:0009056","catabolic process",84,5,17.25,"1.0000",1
"294","GO:0046907","intracellular transport",90,1,18.48,"1.0000",1
"295","GO:0051649","establishment of localization in cell",90,1,18.48,"1.0000",1
"296","GO:1901360","organic cyclic compound metabolic proces...",311,25,63.86,"1.0000",1
"297","GO:0051641","cellular localization",107,2,21.97,"1.0000",1
"298","GO:0034641","cellular nitrogen compound metabolic pro...",314,25,64.48,"1.0000",1
"299","GO:0044260","cellular macromolecule metabolic process",242,15,49.69,"1.0000",1
"300","GO:0015980","energy derivation by oxidation of organi...",16,3,3.29,"1.0000",1
"301","GO:0046483","heterocycle metabolic process",308,24,63.25,"1.0000",1
"302","GO:0065007","biological regulation",166,11,34.09,"1.0000",1
"303","GO:0006725","cellular aromatic compound metabolic pro...",301,23,61.81,"1.0000",1
"304","GO:0050789","regulation of biological process",155,9,31.83,"1.0000",1
"305","GO:0019222","regulation of metabolic process",74,1,15.2,"1.0000",1
"306","GO:0006139","nucleobase-containing compound metabolic...",283,17,58.11,"1.0000",1
"307","GO:0051179","localization",468,52,96.1,"1.0000",1
"308","GO:0044238","primary metabolic process",873,129,179.27,"1.0000",1
"309","GO:0071704","organic substance metabolic process",943,143,193.64,"1.0000",1
"310","GO:0009987","cellular process",1195,171,245.39,"1.0000",1
"311","GO:0009199","ribonucleoside triphosphate metabolic pr...",14,3,2.87,"1.0000",1
"312","GO:0005977","glycogen metabolic process",5,1,1.03,"1.0000",1
"313","GO:0005978","glycogen biosynthetic process",5,1,1.03,"1.0000",1
"314","GO:0009269","response to desiccation",4,1,0.82,"1.0000",1
"315","GO:0006006","glucose metabolic process",7,4,1.44,"1.0000",1
"316","GO:0009250","glucan biosynthetic process",5,1,1.03,"1.0000",1
"317","GO:0015740","C4-dicarboxylate transport",7,1,1.44,"1.0000",1
"318","GO:0006835","dicarboxylic acid transport",7,1,1.44,"1.0000",1
"319","GO:0000413","protein peptidyl-prolyl isomerization",26,3,5.34,"1.0000",1
"320","GO:0000377","RNA splicing, via transesterification re...",33,1,6.78,"1.0000",1
"321","GO:0042593","glucose homeostasis",6,2,1.23,"1.0000",1
"322","GO:0009259","ribonucleotide metabolic process",22,4,4.52,"1.0000",1
"323","GO:0009725","response to hormone",70,40,14.37,"1.0000",1
"324","GO:0009150","purine ribonucleotide metabolic process",22,4,4.52,"1.0000",1
"325","GO:0043170","macromolecule metabolic process",519,34,106.57,"1.0000",1
"326","GO:0009832","plant-type cell wall biogenesis",8,3,1.64,"1.0000",1
"327","GO:0010215","cellulose microfibril organization",8,3,1.64,"1.0000",1
"328","GO:0006351","transcription, DNA-templated",61,1,12.53,"1.0000",1
"329","GO:0006807","nitrogen compound metabolic process",593,49,121.77,"1.0000",1
"330","GO:0071668","plant-type cell wall assembly",8,3,1.64,"1.0000",1
"331","GO:0015986","proton motive force-driven ATP synthesis",14,3,2.87,"1.0000",1
"332","GO:0009733","response to auxin",70,40,14.37,"1.0000",1
"333","GO:0042401","cellular biogenic amine biosynthetic pro...",8,2,1.64,"1.0000",1
"334","GO:0003333","amino acid transmembrane transport",31,6,6.37,"1.0000",1
"335","GO:0009144","purine nucleoside triphosphate metabolic...",14,3,2.87,"1.0000",1
"336","GO:0009145","purine nucleoside triphosphate biosynthe...",14,3,2.87,"1.0000",1
"337","GO:0006662","glycerol ether metabolic process",37,10,7.6,"1.0000",1
"338","GO:0046148","pigment biosynthetic process",9,2,1.85,"1.0000",1
"339","GO:0009201","ribonucleoside triphosphate biosynthetic...",14,3,2.87,"1.0000",1
"340","GO:0009205","purine ribonucleoside triphosphate metab...",14,3,2.87,"1.0000",1
"341","GO:0009206","purine ribonucleoside triphosphate biosy...",14,3,2.87,"1.0000",1
"342","GO:0016116","carotenoid metabolic process",7,1,1.44,"1.0000",1
"343","GO:0009664","plant-type cell wall organization",8,3,1.64,"1.0000",1
"344","GO:0006796","phosphate-containing compound metabolic ...",89,15,18.28,"1.0000",1
"345","GO:0006073","cellular glucan metabolic process",5,1,1.03,"1.0000",1
"346","GO:0048856","anatomical structure development",12,5,2.46,"1.0000",1
"347","GO:0006621","protein retention in ER lumen",8,1,1.64,"1.0000",1
"348","GO:0046942","carboxylic acid transport",7,1,1.44,"1.0000",1
"349","GO:0006576","cellular biogenic amine metabolic proces...",8,2,1.64,"1.0000",1
"350","GO:0008150","biological_process",2469,507,507,"1.0000",1
"351","GO:0030198","extracellular matrix organization",8,3,1.64,"1.0000",1
"352","GO:1905039","carboxylic acid transmembrane transport",31,6,6.37,"1.0000",1
"353","GO:0016108","tetraterpenoid metabolic process",7,1,1.44,"1.0000",1
"354","GO:0016109","tetraterpenoid biosynthetic process",7,1,1.44,"1.0000",1
"355","GO:0005985","sucrose metabolic process",10,1,2.05,"1.0000",1
"356","GO:0000041","transition metal ion transport",3,0,0.62,"1.0000",1
"357","GO:0000045","autophagosome assembly",7,0,1.44,"1.0000",1
"358","GO:0000070","mitotic sister chromatid segregation",5,0,1.03,"1.0000",1
"359","GO:0000075","cell cycle checkpoint signaling",7,0,1.44,"1.0000",1
"360","GO:0000079","regulation of cyclin-dependent protein s...",7,0,1.44,"1.0000",1
"361","GO:0000154","rRNA modification",3,0,0.62,"1.0000",1
"362","GO:0000184","nuclear-transcribed mRNA catabolic proce...",4,0,0.82,"1.0000",1
"363","GO:0000278","mitotic cell cycle",5,0,1.03,"1.0000",1
"364","GO:0000280","nuclear division",5,0,1.03,"1.0000",1
"365","GO:0000387","spliceosomal snRNP assembly",5,0,1.03,"1.0000",1
"366","GO:0000723","telomere maintenance",5,0,1.03,"1.0000",1
"367","GO:0000724","double-strand break repair via homologou...",4,0,0.82,"1.0000",1
"368","GO:0000725","recombinational repair",4,0,0.82,"1.0000",1
