"","GO.ID","Term","Annotated","Significant","Expected","Fisher","fdr"
"70","GO:0016655","oxidoreductase activity, acting on NAD(P...",7,2,1.17,"0.17500",1
"71","GO:0016860","intramolecular oxidoreductase activity",19,6,3.18,"0.17618",1
"72","GO:0016646","oxidoreductase activity, acting on the C...",5,3,0.84,"0.17857",1
"73","GO:0005337","nucleoside transmembrane transporter act...",5,3,0.84,"0.17857",1
"74","GO:0016763","pentosyltransferase activity",19,4,3.18,"0.17931",1
"75","GO:0022832","voltage-gated channel activity",12,4,2.01,"0.17964",1
"76","GO:0016861","intramolecular oxidoreductase activity, ...",15,6,2.51,"0.18447",1
"77","GO:0070001","aspartic-type peptidase activity",72,19,12.04,"0.18580",1
"78","GO:0071949","FAD binding",14,11,2.34,"0.19118",1
"79","GO:0031072","heat shock protein binding",17,4,2.84,"0.19306",1
"80","GO:0015079","potassium ion transmembrane transporter ...",27,6,4.52,"0.19948",1
"81","GO:0016645","oxidoreductase activity, acting on the C...",8,3,1.34,"0.20009",1
"82","GO:0016709","oxidoreductase activity, acting on paire...",18,6,3.01,"0.20379",1
"83","GO:0016703","oxidoreductase activity, acting on singl...",4,2,0.67,"0.21177",1
"84","GO:0016705","oxidoreductase activity, acting on paire...",21,6,3.51,"0.22493",1
"85","GO:0016773","phosphotransferase activity, alcohol gro...",1185,285,198.24,"0.24032",1
"86","GO:0034061","DNA polymerase activity",3,1,0.5,"0.25941",1
"87","GO:0016721","oxidoreductase activity, acting on super...",5,2,0.84,"0.26037",1
"88","GO:0046914","transition metal ion binding",390,78,65.24,"0.26138",1
"89","GO:0016829","lyase activity",71,17,11.88,"0.26305",1
"90","GO:0004725","protein tyrosine phosphatase activity",10,2,1.67,"0.26316",1
"91","GO:1901265","nucleoside phosphate binding",977,103,163.44,"0.27135",1
"92","GO:0004623","phospholipase A2 activity",3,1,0.5,"0.27143",1
"93","GO:0005542","folic acid binding",3,1,0.5,"0.27211",1
"94","GO:0008289","lipid binding",41,7,6.86,"0.27370",1
"95","GO:0019207","kinase regulator activity",6,3,1,"0.27393",1
"96","GO:0045735","nutrient reservoir activity",11,3,1.84,"0.27517",1
"97","GO:0015035","protein-disulfide reductase activity",12,4,2.01,"0.27613",1
"98","GO:0016884","carbon-nitrogen ligase activity, with gl...",25,4,4.18,"0.28080",1
"99","GO:0004784","superoxide dismutase activity",5,2,0.84,"0.28871",1
"100","GO:0043177","organic acid binding",3,1,0.5,"0.29124",1
"101","GO:0004190","aspartic-type endopeptidase activity",72,19,12.04,"0.29899",1
"102","GO:0061134","peptidase regulator activity",58,20,9.7,"0.29931",1
"103","GO:0003856","3-dehydroquinate synthase activity",3,2,0.5,"0.30000",1
"104","GO:0032559","adenyl ribonucleotide binding",616,64,103.05,"0.30026",1
"105","GO:0004650","polygalacturonase activity",14,5,2.34,"0.30029",1
"106","GO:0030246","carbohydrate binding",15,3,2.51,"0.30466",1
"107","GO:0005092","GDP-dissociation inhibitor activity",9,2,1.51,"0.31051",1
"108","GO:0008519","ammonium transmembrane transporter activ...",5,3,0.84,"0.31448",1
"109","GO:0031406","carboxylic acid binding",3,1,0.5,"0.31714",1
"110","GO:0016667","oxidoreductase activity, acting on a sul...",19,5,3.18,"0.32155",1
"111","GO:0016684","oxidoreductase activity, acting on perox...",71,16,11.88,"0.32788",1
"112","GO:0008168","methyltransferase activity",130,32,21.75,"0.33094",1
"113","GO:0005267","potassium channel activity",11,4,1.84,"0.33347",1
"114","GO:0072341","modified amino acid binding",3,1,0.5,"0.33964",1
"115","GO:0030554","adenyl nucleotide binding",620,64,103.72,"0.35442",1
"116","GO:0008080","N-acetyltransferase activity",46,14,7.7,"0.35524",1
"117","GO:0016866","intramolecular transferase activity",14,4,2.34,"0.36442",1
"118","GO:0015036","disulfide oxidoreductase activity",12,4,2.01,"0.36610",1
"119","GO:0019206","nucleoside kinase activity",5,2,0.84,"0.36646",1
"120","GO:0022836","gated channel activity",34,7,5.69,"0.37199",1
"121","GO:0019210","kinase inhibitor activity",6,3,1,"0.38058",1
"122","GO:0016620","oxidoreductase activity, acting on the a...",17,3,2.84,"0.38396",1
"123","GO:0097747","RNA polymerase activity",24,3,4.01,"0.38943",1
"124","GO:0047196","long-chain-alcohol O-fatty-acyltransfera...",3,1,0.5,"0.39560",1
"125","GO:0016741","transferase activity, transferring one-c...",134,32,22.42,"0.39979",1
"126","GO:0004373","glycogen (starch) synthase activity",4,2,0.67,"0.40000",1
"127","GO:0004332","fructose-bisphosphate aldolase activity",4,3,0.67,"0.40000",1
"128","GO:0008081","phosphoric diester hydrolase activity",13,2,2.17,"0.40193",1
"129","GO:0003899","DNA-directed 5'-3' RNA polymerase activi...",18,3,3.01,"0.40316",1
"130","GO:0005253","anion channel activity",6,2,1,"0.40956",1
"131","GO:0004185","serine-type carboxypeptidase activity",45,12,7.53,"0.41281",1
"132","GO:0008233","peptidase activity",334,73,55.87,"0.42056",1
"133","GO:0003993","acid phosphatase activity",23,3,3.85,"0.42211",1
"134","GO:0004127","cytidylate kinase activity",3,1,0.5,"0.42308",1
"135","GO:0004072","aspartate kinase activity",3,2,0.5,"0.42424",1
"136","GO:0004601","peroxidase activity",71,16,11.88,"0.42751",1
"137","GO:0005509","calcium ion binding",157,31,26.26,"0.43038",1
"138","GO:0005524","ATP binding",334,35,55.87,"0.43266",1
"139","GO:0016853","isomerase activity",50,11,8.36,"0.43866",1
"140","GO:0000287","magnesium ion binding",111,22,18.57,"0.44682",1
"141","GO:0019202","amino acid kinase activity",6,2,1,"0.44719",1
"142","GO:0019904","protein domain specific binding",11,2,1.84,"0.45503",1
"143","GO:0003700","DNA-binding transcription factor activit...",333,55,55.71,"0.46611",1
"144","GO:0003979","UDP-glucose 6-dehydrogenase activity",3,1,0.5,"0.47651",1
"145","GO:0004550","nucleoside diphosphate kinase activity",6,2,1,"0.48013",1
"146","GO:0022853","active ion transmembrane transporter act...",32,6,5.35,"0.48101",1
"147","GO:0019842","vitamin binding",6,1,1,"0.49822",1
"148","GO:0005507","copper ion binding",53,11,8.87,"0.50382",1
"149","GO:0003690","double-stranded DNA binding",34,5,5.69,"0.50579",1
"150","GO:0016614","oxidoreductase activity, acting on CH-OH...",84,17,14.05,"0.51471",1
"151","GO:0005315","inorganic phosphate transmembrane transp...",4,1,0.67,"0.53206",1
"152","GO:0016836","hydro-lyase activity",16,6,2.68,"0.53255",1
"153","GO:0004143","diacylglycerol kinase activity",7,2,1.17,"0.53286",1
"154","GO:0016846","carbon-sulfur lyase activity",7,2,1.17,"0.53668",1
"155","GO:0004807","triose-phosphate isomerase activity",4,2,0.67,"0.53846",1
"156","GO:0005216","ion channel activity",74,13,12.38,"0.53907",1
"157","GO:0004553","hydrolase activity, hydrolyzing O-glycos...",249,66,41.65,"0.54247",1
"158","GO:0019205","nucleobase-containing compound kinase ac...",24,6,4.01,"0.54283",1
"159","GO:0140098","catalytic activity, acting on RNA",48,4,8.03,"0.54435",1
"160","GO:0016628","oxidoreductase activity, acting on the C...",8,1,1.34,"0.54667",1
"161","GO:0005506","iron ion binding",140,28,23.42,"0.54953",1
"162","GO:0022804","active transmembrane transporter activit...",43,8,7.19,"0.55413",1
"163","GO:0016407","acetyltransferase activity",47,14,7.86,"0.55720",1
"164","GO:0003913","DNA photolyase activity",5,1,0.84,"0.55906",1
"165","GO:1901682","sulfur compound transmembrane transporte...",10,2,1.67,"0.57588",1
"166","GO:0080019","fatty-acyl-CoA reductase (alcohol-formin...",4,1,0.67,"0.57941",1
"167","GO:0016838","carbon-oxygen lyase activity, acting on ...",5,2,0.84,"0.58623",1
"168","GO:0017111","nucleoside-triphosphatase activity",117,12,19.57,"0.59044",1
"169","GO:0004114","3',5'-cyclic-nucleotide phosphodiesteras...",3,1,0.5,"0.60000",1
"170","GO:0016410","N-acyltransferase activity",48,14,8.03,"0.60404",1
"171","GO:0140110","transcription regulator activity",356,58,59.55,"0.61117",1
"172","GO:0033218","amide binding",7,1,1.17,"0.62039",1
"173","GO:0060089","molecular transducer activity",25,4,4.18,"0.62181",1
"174","GO:0016679","oxidoreductase activity, acting on diphe...",10,2,1.67,"0.62229",1
"175","GO:0009916","alternative oxidase activity",5,1,0.84,"0.62500",1
"176","GO:0019238","cyclohydrolase activity",5,1,0.84,"0.62500",1
"177","GO:0003954","NADH dehydrogenase activity",6,1,1,"0.62500",1
"178","GO:0008271","secondary active sulfate transmembrane t...",10,2,1.67,"0.62623",1
"179","GO:0008170","N-methyltransferase activity",8,2,1.34,"0.63054",1
"180","GO:0140097","catalytic activity, acting on DNA",26,2,4.35,"0.64042",1
"181","GO:0004112","cyclic-nucleotide phosphodiesterase acti...",5,1,0.84,"0.64103",1
"182","GO:0016744","transketolase or transaldolase activity",4,1,0.67,"0.64289",1
"183","GO:0016782","transferase activity, transferring sulph...",14,3,2.34,"0.64769",1
"184","GO:0004519","endonuclease activity",12,1,2.01,"0.64828",1
"185","GO:0022803","passive transmembrane transporter activi...",74,13,12.38,"0.65180",1
"186","GO:0008137","NADH dehydrogenase (ubiquinone) activity",5,1,0.84,"0.65318",1
"187","GO:0016788","hydrolase activity, acting on ester bond...",185,34,30.95,"0.65567",1
"188","GO:0016491","oxidoreductase activity",960,191,160.6,"0.65740",1
"189","GO:0008238","exopeptidase activity",63,13,10.54,"0.66007",1
"190","GO:0004791","thioredoxin-disulfide reductase activity",4,1,0.67,"0.66264",1
"191","GO:0008324","cation transmembrane transporter activit...",91,15,15.22,"0.66289",1
"192","GO:0004420","hydroxymethylglutaryl-CoA reductase (NAD...",5,1,0.84,"0.66628",1
"193","GO:0046873","metal ion transmembrane transporter acti...",56,9,9.37,"0.66840",1
"194","GO:0009055","electron transfer activity",133,25,22.25,"0.67191",1
"195","GO:0008194","UDP-glycosyltransferase activity",44,5,7.36,"0.68414",1
"196","GO:0016814","hydrolase activity, acting on carbon-nit...",8,1,1.34,"0.68615",1
"197","GO:0032553","ribonucleotide binding",717,75,119.95,"0.68989",1
"198","GO:0016776","phosphotransferase activity, phosphate g...",19,4,3.18,"0.69729",1
"199","GO:0004620","phospholipase activity",11,2,1.84,"0.70513",1
"200","GO:0016758","hexosyltransferase activity",62,7,10.37,"0.72011",1
"201","GO:0019239","deaminase activity",6,1,1,"0.72248",1
"202","GO:0035639","purine ribonucleoside triphosphate bindi...",419,42,70.09,"0.72255",1
"203","GO:0022890","inorganic cation transmembrane transport...",91,15,15.22,"0.72286",1
"204","GO:0047134","protein-disulfide reductase (NAD(P)) act...",11,4,1.84,"0.72527",1
"205","GO:0008308","voltage-gated anion channel activity",6,2,1,"0.72727",1
"206","GO:0016298","lipase activity",13,2,2.17,"0.73010",1
"207","GO:0004017","adenylate kinase activity",6,1,1,"0.73077",1
"208","GO:0016791","phosphatase activity",50,5,8.36,"0.73247",1
"209","GO:0030414","peptidase inhibitor activity",58,20,9.7,"0.73409",1
"210","GO:0003684","damaged DNA binding",9,1,1.51,"0.73519",1
"211","GO:0019212","phosphatase inhibitor activity",3,1,0.5,"0.74326",1
"212","GO:0019888","protein phosphatase regulator activity",3,1,0.5,"0.75000",1
"213","GO:0003935","GTP cyclohydrolase II activity",3,1,0.5,"0.75000",1
"214","GO:0015276","ligand-gated ion channel activity",20,3,3.35,"0.75008",1
"215","GO:0070008","serine-type exopeptidase activity",45,12,7.53,"0.75314",1
"216","GO:0003712","transcription coregulator activity",23,3,3.85,"0.75720",1
"217","GO:0140101","catalytic activity, acting on a tRNA",14,1,2.34,"0.76166",1
"218","GO:0003676","nucleic acid binding",1424,138,238.22,"0.77585",1
"219","GO:0019208","phosphatase regulator activity",4,1,0.67,"0.77906",1
"220","GO:0019001","guanyl nucleotide binding",85,7,14.22,"0.78135",1
"221","GO:0004089","carbonate dehydratase activity",3,1,0.5,"0.78571",1
"222","GO:0032561","guanyl ribonucleotide binding",85,7,14.22,"0.78672",1
"223","GO:0005525","GTP binding",85,7,14.22,"0.78984",1
"224","GO:0022843","voltage-gated cation channel activity",6,2,1,"0.79176",1
"225","GO:0003933","GTP cyclohydrolase activity",4,1,0.67,"0.80000",1
"226","GO:0030247","polysaccharide binding",14,3,2.34,"0.80000",1
"227","GO:0046915","transition metal ion transmembrane trans...",16,2,2.68,"0.80149",1
"228","GO:0015108","chloride transmembrane transporter activ...",6,2,1,"0.80217",1
"229","GO:0005249","voltage-gated potassium channel activity",6,2,1,"0.80303",1
"230","GO:0003951","NAD+ kinase activity",6,1,1,"0.80958",1
"231","GO:0008171","O-methyltransferase activity",16,3,2.68,"0.81091",1
"232","GO:0016616","oxidoreductase activity, acting on the C...",68,13,11.38,"0.81158",1
"233","GO:0008375","acetylglucosaminyltransferase activity",32,3,5.35,"0.81350",1
"234","GO:0017076","purine nucleotide binding",705,71,117.94,"0.81376",1
"235","GO:0004476","mannose-6-phosphate isomerase activity",3,1,0.5,"0.81538",1
"236","GO:0016818","hydrolase activity, acting on acid anhyd...",123,12,20.58,"0.81652",1
"237","GO:0016830","carbon-carbon lyase activity",34,7,5.69,"0.81919",1
"238","GO:0050136","NADH dehydrogenase (quinone) activity",5,1,0.84,"0.83333",1
"239","GO:0004124","cysteine synthase activity",9,1,1.51,"0.83696",1
"240","GO:0038023","signaling receptor activity",24,4,4.01,"0.84000",1
"241","GO:0005198","structural molecule activity",362,54,60.56,"0.84379",1
"242","GO:0004629","phospholipase C activity",7,1,1.17,"0.85000",1
"243","GO:0004462","lactoylglutathione lyase activity",4,1,0.67,"0.85714",1
"244","GO:0016787","hydrolase activity",1037,199,173.48,"0.85733",1
"245","GO:0016651","oxidoreductase activity, acting on NAD(P...",16,2,2.68,"0.85927",1
"246","GO:0043531","ADP binding",279,29,46.67,"0.85928",1
"247","GO:0004176","ATP-dependent peptidase activity",8,1,1.34,"0.86609",1
"248","GO:0016903","oxidoreductase activity, acting on the a...",23,3,3.85,"0.86735",1
"249","GO:0005385","zinc ion transmembrane transporter activ...",10,1,1.67,"0.87500",1
"250","GO:0005096","GTPase activator activity",21,2,3.51,"0.87500",1
"251","GO:0016701","oxidoreductase activity, acting on singl...",17,2,2.84,"0.88199",1
"252","GO:0016615","malate dehydrogenase activity",9,1,1.51,"0.88385",1
"253","GO:0016765","transferase activity, transferring alkyl...",48,8,8.03,"0.88458",1
"254","GO:0008066","glutamate receptor activity",20,3,3.35,"0.88509",1
"255","GO:0030594","neurotransmitter receptor activity",20,3,3.35,"0.88509",1
"256","GO:0015318","inorganic molecular entity transmembrane...",171,30,28.61,"0.88625",1
"257","GO:0008092","cytoskeletal protein binding",15,1,2.51,"0.88999",1
"258","GO:0004616","phosphogluconate dehydrogenase (decarbox...",10,1,1.67,"0.89940",1
"259","GO:0015453","oxidoreduction-driven active transmembra...",19,2,3.18,"0.90000",1
"260","GO:0016462","pyrophosphatase activity",122,12,20.41,"0.90244",1
"261","GO:0016810","hydrolase activity, acting on carbon-nit...",26,3,4.35,"0.90274",1
"262","GO:0008757","S-adenosylmethionine-dependent methyltra...",14,2,2.34,"0.90642",1
"263","GO:0015095","magnesium ion transmembrane transporter ...",12,1,2.01,"0.90642",1
"264","GO:0033926","glycopeptide alpha-N-acetylgalactosamini...",8,1,1.34,"0.91343",1
"265","GO:0016811","hydrolase activity, acting on carbon-nit...",14,1,2.34,"0.91538",1
"266","GO:0022834","ligand-gated channel activity",20,3,3.35,"0.91749",1
"267","GO:0003950","NAD+ ADP-ribosyltransferase activity",13,2,2.17,"0.92905",1
"268","GO:0015078","proton transmembrane transporter activit...",30,3,5.02,"0.93431",1
"269","GO:0052689","carboxylic ester hydrolase activity",13,1,2.17,"0.93543",1
"270","GO:0004747","ribokinase activity",10,1,1.67,"0.93691",1
"271","GO:0004659","prenyltransferase activity",13,1,2.17,"0.93763",1
"272","GO:0016747","acyltransferase activity, transferring g...",122,36,20.41,"0.94186",1
"273","GO:0004721","phosphoprotein phosphatase activity",19,2,3.18,"0.94748",1
"274","GO:0015075","ion transmembrane transporter activity",170,29,28.44,"0.95182",1
"275","GO:0050145","nucleoside monophosphate kinase activity",13,2,2.17,"0.95195",1
"276","GO:0003955","NAD(P)H dehydrogenase (quinone) activity",5,1,0.84,"0.95238",1
"277","GO:0032555","purine ribonucleotide binding",701,71,117.27,"0.95258",1
"278","GO:0008374","O-acyltransferase activity",14,2,2.34,"0.95805",1
"279","GO:0090079","translation regulator activity, nucleic ...",49,2,8.2,"0.96003",1
"280","GO:0015399","primary active transmembrane transporter...",20,2,3.35,"0.96281",1
"281","GO:0140103","catalytic activity, acting on a glycopro...",13,1,2.17,"0.96433",1
"282","GO:0008270","zinc ion binding",174,28,29.11,"0.96921",1
"283","GO:0016627","oxidoreductase activity, acting on the C...",25,2,4.18,"0.97328",1
"284","GO:0140299","small molecule sensor activity",20,1,3.35,"0.97439",1
"285","GO:0005543","phospholipid binding",28,3,4.68,"0.97615",1
"286","GO:0016682","oxidoreductase activity, acting on diphe...",8,1,1.34,"0.97778",1
"287","GO:0097367","carbohydrate derivative binding",723,77,120.95,"0.97920",1
"288","GO:0016779","nucleotidyltransferase activity",41,5,6.86,"0.98133",1
"289","GO:0004177","aminopeptidase activity",15,1,2.51,"0.98157",1
"290","GO:0015116","sulfate transmembrane transporter activi...",10,2,1.67,"0.98377",1
"291","GO:0019200","carbohydrate kinase activity",23,2,3.85,"0.98639",1
"292","GO:0036094","small molecule binding",988,107,165.28,"0.98727",1
"293","GO:0004518","nuclease activity",30,2,5.02,"0.98841",1
"294","GO:0042578","phosphoric ester hydrolase activity",68,7,11.38,"0.99268",1
"295","GO:0004869","cysteine-type endopeptidase inhibitor ac...",15,2,2.51,"0.99298",1
"296","GO:0004222","metalloendopeptidase activity",34,3,5.69,"0.99470",1
"297","GO:0003735","structural constituent of ribosome",324,43,54.2,"0.99536",1
"298","GO:0016775","phosphotransferase activity, nitrogenous...",20,1,3.35,"0.99582",1
"299","GO:0016831","carboxy-lyase activity",22,2,3.68,"0.99607",1
"300","GO:0008237","metallopeptidase activity",38,3,6.36,"0.99613",1
"301","GO:0000166","nucleotide binding",977,103,163.44,"0.99631",1
"302","GO:0004673","protein histidine kinase activity",20,1,3.35,"0.99656",1
"303","GO:0019787","ubiquitin-like protein transferase activ...",98,12,16.39,"0.99681",1
"304","GO:0008047","enzyme activator activity",22,2,3.68,"0.99832",1
"305","GO:0060589","nucleoside-triphosphatase regulator acti...",32,4,5.35,"0.99847",1
"306","GO:0016874","ligase activity",72,6,12.04,"0.99847",1
"307","GO:0045182","translation regulator activity",49,2,8.2,"0.99864",1
"308","GO:0003723","RNA binding",189,8,31.62,"0.99911",1
"309","GO:0016757","glycosyltransferase activity",123,15,20.58,"0.99925",1
"310","GO:0016817","hydrolase activity, acting on acid anhyd...",125,12,20.91,"0.99940",1
"311","GO:0140640","catalytic activity, acting on a nucleic ...",80,6,13.38,"0.99960",1
"312","GO:0022857","transmembrane transporter activity",186,34,31.12,"0.99961",1
"313","GO:0043168","anion binding",738,88,123.46,"0.99995",1
"314","GO:0097159","organic cyclic compound binding",2410,242,403.16,"1.00000",1
"315","GO:1901363","heterocyclic compound binding",2410,242,403.16,"1.00000",1
"316","GO:0034062","5'-3' RNA polymerase activity",24,3,4.01,"1.00000",1
"317","GO:0004013","adenosylhomocysteinase activity",3,3,0.5,"1.00000",1
"318","GO:0004888","transmembrane signaling receptor activit...",24,4,4.01,"1.00000",1
"319","GO:0046872","metal ion binding",780,148,130.48,"1.00000",1
"320","GO:0008146","sulfotransferase activity",14,3,2.34,"1.00000",1
"321","GO:0008135","translation factor activity, RNA binding",49,2,8.2,"1.00000",1
"322","GO:0010277","chlorophyllide a oxygenase [overall] act...",4,2,0.67,"1.00000",1
"323","GO:0003984","acetolactate synthase activity",4,1,0.67,"1.00000",1
"324","GO:0004499","N,N-dimethylaniline monooxygenase activi...",18,6,3.01,"1.00000",1
"325","GO:0061135","endopeptidase regulator activity",58,20,9.7,"1.00000",1
"326","GO:0004842","ubiquitin-protein transferase activity",98,12,16.39,"1.00000",1
"327","GO:0003924","GTPase activity",117,12,19.57,"1.00000",1
"328","GO:0030695","GTPase regulator activity",32,4,5.35,"1.00000",1
"329","GO:0019887","protein kinase regulator activity",6,3,1,"1.00000",1
"330","GO:0016538","cyclin-dependent protein serine/threonin...",6,3,1,"1.00000",1
"331","GO:0004367","glycerol-3-phosphate dehydrogenase [NAD+...",4,2,0.67,"1.00000",1
"332","GO:0004470","malic enzyme activity",9,1,1.51,"1.00000",1
"333","GO:0004356","glutamate-ammonia ligase activity",5,2,0.84,"1.00000",1
"334","GO:0016211","ammonia ligase activity",5,2,0.84,"1.00000",1
"335","GO:0003674","molecular_function",11806,1975,1975,"1.00000",1
"336","GO:0004970","ionotropic glutamate receptor activity",20,3,3.35,"1.00000",1
"337","GO:0005254","chloride channel activity",6,2,1,"1.00000",1
"338","GO:0016802","trialkylsulfonium hydrolase activity",3,3,0.5,"1.00000",1
"339","GO:0003854","3-beta-hydroxy-delta5-steroid dehydrogen...",23,7,3.85,"1.00000",1
"340","GO:0003887","DNA-directed DNA polymerase activity",3,1,0.5,"1.00000",1
"341","GO:0030291","protein serine/threonine kinase inhibito...",6,3,1,"1.00000",1
"342","GO:0022824","transmitter-gated ion channel activity",20,3,3.35,"1.00000",1
"343","GO:0004435","phosphatidylinositol phospholipase C act...",7,1,1.17,"1.00000",1
"344","GO:0000155","phosphorelay sensor kinase activity",20,1,3.35,"1.00000",1
"345","GO:0003779","actin binding",15,1,2.51,"1.00000",1
"346","GO:0005488","binding",5799,749,970.1,"1.00000",1
"347","GO:0022835","transmitter-gated channel activity",20,3,3.35,"1.00000",1
"348","GO:0005247","voltage-gated chloride channel activity",6,2,1,"1.00000",1
"349","GO:0015267","channel activity",74,13,12.38,"1.00000",1
"350","GO:0005230","extracellular ligand-gated ion channel a...",20,3,3.35,"1.00000",1
"351","GO:0004860","protein kinase inhibitor activity",6,3,1,"1.00000",1
"352","GO:0004861","cyclin-dependent protein serine/threonin...",6,3,1,"1.00000",1
"353","GO:0004864","protein phosphatase inhibitor activity",3,1,0.5,"1.00000",1
